applicant_id,age,gender,state,employment_type,monthly_income,credit_score,loan_purpose,loan_amount,tenure_months,interest_rate,emi,existing_loans,num_dependents,application_date,debt_to_income,default_flag
APP105472,54,Female,Karnataka,Salaried,54800.0,615,Vehicle,368000.0,60,14.03,8568.0,1,1,2024-11-18,0.31,0
APP102722,45,Female,Maharashtra,Salaried,33000.0,702,Business Expansion,162000.0,24,11.79,7610.0,2,1,2024-12-12,0.69,1
APP105206,50,Male,Delhi,Self-Employed,16300.0,587,Vehicle,202000.0,36,12.99,6805.0,1,0,2025-05-10,0.83,0
APP104674,36,Male,Delhi,Salaried,24000.0,660,Personal,95000.0,12,13.22,8495.0,1,0,2024-06-04,0.71,1
APP104570,30,Male,Uttar Pradesh,Self-Employed,26400.0,667,Vehicle,222000.0,84,13.9,4148.0,0,0,2024-09-23,0.16,0
APP101496,44,Male,Karnataka,Self-Employed,27400.0,617,Vehicle,312000.0,12,13.36,27920.0,0,1,2024-03-09,1.02,1
APP104056,50,Male,Telangana,Self-Employed,28200.0,576,Personal,67000.0,24,14.14,3221.0,0,0,2025-09-17,0.11,0
APP101275,55,Female,Maharashtra,Salaried,47900.0,752,Home Renovation,109000.0,48,10.81,2807.0,2,1,2024-05-06,0.18,0
APP101309,54,Female,Uttar Pradesh,Salaried,48600.0,657,Personal,222000.0,36,12.8,7459.0,1,2,2025-01-23,0.31,0
APP101786,26,Male,Rajasthan,Salaried,25400.0,670,Vehicle,226000.0,12,14.03,20295.0,1,2,2025-06-06,1.6,1
APP104029,37,Male,Uttar Pradesh,Salaried,56000.0,792,Home Renovation,279000.0,24,11.21,13031.0,1,1,2025-02-14,0.47,0
APP104789,47,Male,Maharashtra,Salaried,73200.0,695,Personal,242000.0,36,11.17,7942.0,0,2,2024-01-13,0.11,0
APP102949,47,Male,Telangana,Business Owner,108800.0,623,Education,349000.0,12,13.73,31291.0,1,2,2024-08-18,0.58,1
APP105855,49,Female,Gujarat,Salaried,33400.0,650,Education,20000.0,48,13.25,539.0,0,2,2025-03-09,0.02,1
APP101890,35,Female,Karnataka,Salaried,40200.0,748,Education,270000.0,84,11.27,4661.0,0,1,2024-07-07,0.12,0
APP100677,50,Male,Delhi,Salaried,59400.0,610,Vehicle,144000.0,60,12.04,3206.0,1,1,2024-07-06,0.11,0
APP105968,56,Male,Karnataka,Self-Employed,12000.0,547,Vehicle,288000.0,60,14.2,6731.0,2,1,2024-12-23,1.68,1
APP102170,24,Male,Maharashtra,Business Owner,90600.0,705,Personal,305000.0,12,12.11,27115.0,1,0,2024-01-05,0.6,0
APP103556,25,Male,Delhi,Salaried,57600.0,671,Vehicle,274000.0,24,13.14,13044.0,1,0,2024-04-30,0.45,0
APP102301,44,Male,Karnataka,Salaried,38100.0,692,Medical,465000.0,84,12.68,8379.0,0,1,2024-04-10,0.22,0
APP103543,30,Female,Maharashtra,Business Owner,116600.0,685,Vehicle,88000.0,48,12.55,2341.0,0,2,2025-07-08,0.02,0
APP104159,45,Female,Rajasthan,Salaried,17400.0,526,Business Expansion,392000.0,12,15.97,35561.0,2,2,2025-03-10,6.13,1
APP102733,42,Female,West Bengal,Salaried,16100.0,793,Medical,573000.0,24,10.15,26481.0,2,2,2025-09-30,4.93,1
APP103626,34,Male,Rajasthan,Salaried,52700.0,574,Personal,314000.0,24,14.27,15116.0,0,1,2024-01-31,0.29,1
APP104083,56,Male,Maharashtra,Self-Employed,41400.0,606,Vehicle,281000.0,36,13.25,9502.0,1,2,2024-12-28,0.46,1
APP100295,53,Female,West Bengal,Business Owner,72800.0,613,Vehicle,236000.0,24,14.32,11367.0,2,3,2025-10-08,0.47,1
APP101070,55,Female,Karnataka,Self-Employed,15100.0,740,Personal,242000.0,24,14.04,11624.0,0,3,2024-04-19,0.77,0
APP100053,24,Female,Telangana,Salaried,47300.0,520,Vehicle,398000.0,36,13.96,13595.0,0,0,2024-02-10,0.29,1
APP105613,27,Male,Uttar Pradesh,Salaried,55100.0,689,Personal,246000.0,48,13.8,6698.0,1,0,2024-10-18,0.24,0
APP103400,48,Male,West Bengal,Salaried,80400.0,683,Education,152000.0,84,10.87,2592.0,1,1,2025-07-01,0.06,0
APP103550,42,Female,Tamil Nadu,Salaried,54700.0,692,Home Renovation,111000.0,36,11.48,3659.0,1,2,2024-11-14,0.13,0
APP105416,47,Male,Karnataka,Salaried,47300.0,809,Education,359000.0,60,11.57,7908.0,1,2,2024-01-30,0.33,1
APP104196,39,Female,Maharashtra,Salaried,42100.0,707,Personal,339000.0,36,10.42,11006.0,0,1,2025-09-14,0.26,0
APP105616,47,Male,Rajasthan,Self-Employed,45700.0,716,Medical,277000.0,12,11.58,24557.0,1,2,2024-02-06,1.07,0
APP103342,25,Male,Tamil Nadu,Salaried,17400.0,600,Vehicle,232000.0,48,13.8,6316.0,0,2,2024-11-02,0.36,0
APP102006,26,Male,Uttar Pradesh,Business Owner,50000.0,746,Medical,94000.0,24,14.48,4535.0,1,0,2024-07-25,0.18,0
APP100301,38,Male,Maharashtra,Salaried,66800.0,660,Home Renovation,276000.0,36,13.07,9309.0,0,1,2024-10-25,0.14,0
APP100365,29,Female,Karnataka,Salaried,41100.0,674,Medical,293000.0,60,12.67,6617.0,1,1,2024-12-31,0.32,0
APP103700,46,Female,Tamil Nadu,Salaried,53400.0,658,Medical,444000.0,24,13.9,21297.0,1,3,2025-02-15,0.8,1
APP100102,47,Female,Telangana,Self-Employed,22500.0,775,Vehicle,234000.0,48,11.48,6103.0,2,0,2025-07-18,0.81,0
APP105392,36,Female,Karnataka,Self-Employed,50300.0,723,Medical,168000.0,48,12.05,4428.0,0,1,2025-10-06,0.09,0
APP102792,26,Male,Tamil Nadu,Business Owner,59500.0,774,Vehicle,192000.0,12,12.25,17081.0,1,0,2024-05-26,0.57,0
APP103553,32,Male,Telangana,Salaried,55500.0,746,Home Renovation,348000.0,60,10.89,7547.0,1,1,2024-12-09,0.27,1
APP102795,28,Female,Rajasthan,Salaried,48400.0,748,Education,181000.0,12,10.6,15963.0,3,1,2025-08-19,1.32,1
APP105038,25,Female,Maharashtra,Business Owner,22200.0,778,Education,20000.0,24,13.41,955.0,0,0,2024-09-06,0.04,0
APP102731,28,Female,Punjab,Self-Employed,20800.0,581,Vehicle,141000.0,36,14.39,4846.0,1,0,2025-03-12,0.47,1
APP103777,29,Male,Tamil Nadu,Salaried,29700.0,692,Home Renovation,354000.0,12,12.63,31557.0,1,2,2025-02-23,2.13,0
APP104461,52,Female,Uttar Pradesh,Business Owner,28600.0,748,Education,117000.0,12,11.12,10347.0,1,3,2024-05-03,0.72,1
APP105934,29,Female,Delhi,Business Owner,70100.0,526,Home Renovation,420000.0,36,15.57,14677.0,2,2,2025-02-04,0.63,1
APP103005,56,Male,West Bengal,Self-Employed,25100.0,738,Home Renovation,76000.0,24,12.78,3605.0,1,0,2025-01-16,0.29,0
APP104772,22,Male,West Bengal,Salaried,72700.0,615,Personal,20000.0,12,15.82,1813.0,2,3,2025-11-23,0.07,0
APP101487,39,Male,Karnataka,Salaried,42000.0,725,Vehicle,20000.0,36,11.81,662.0,0,1,2025-04-08,0.02,0
APP105125,33,Female,Telangana,Business Owner,57200.0,594,Home Renovation,20000.0,24,13.31,954.0,0,1,2024-10-14,0.02,1
APP104944,46,Male,Maharashtra,Salaried,39200.0,860,Education,174000.0,36,10.18,5629.0,0,4,2024-02-25,0.14,0
APP100374,59,Male,Telangana,Salaried,43000.0,650,Vehicle,208000.0,36,12.18,6926.0,0,0,2025-05-16,0.16,0
APP101213,26,Male,Gujarat,Salaried,,753,Personal,106000.0,48,13.92,2892.0,0,3,2024-05-18,0.05,0
APP100544,40,Female,Delhi,Salaried,39600.0,681,Medical,44000.0,36,13.11,1485.0,0,1,2024-10-03,0.04,1
APP101351,29,Male,Tamil Nadu,Salaried,33600.0,773,Education,20000.0,36,11.15,656.0,1,1,2025-07-24,0.04,0
APP100291,44,Male,Karnataka,Self-Employed,12000.0,748,Business Expansion,103000.0,24,11.03,4802.0,0,1,2024-02-18,0.4,0
APP104692,36,Male,Maharashtra,Salaried,27500.0,796,Home Renovation,677000.0,60,9.63,14261.0,1,1,2025-07-15,1.04,0
APP100389,25,Female,West Bengal,Self-Employed,30200.0,757,Business Expansion,344000.0,60,12.14,7676.0,0,0,2025-05-30,0.25,0
APP102869,48,Male,Tamil Nadu,Salaried,52500.0,755,Vehicle,298000.0,24,10.75,13855.0,1,2,2024-11-08,0.53,0
APP105274,52,Male,Karnataka,Self-Employed,54400.0,718,Vehicle,351000.0,36,12.34,11715.0,0,1,2025-11-06,0.22,0
APP103669,37,Male,Uttar Pradesh,Business Owner,44200.0,708,Home Renovation,148000.0,12,13.63,13263.0,2,0,2025-10-23,0.9,0
APP101870,27,Female,Karnataka,Salaried,59000.0,604,Home Renovation,277000.0,24,14.78,13402.0,1,1,2025-06-25,0.45,0
APP104439,29,Male,Delhi,Business Owner,44800.0,633,Vehicle,495000.0,48,13.5,13403.0,2,1,2025-04-16,0.9,0
APP100247,49,Male,Tamil Nadu,Salaried,24400.0,840,Personal,389000.0,24,11.26,18177.0,1,0,2025-09-06,1.49,1
APP104760,34,Male,Karnataka,Salaried,41800.0,701,Personal,292000.0,24,12.33,13790.0,0,1,2025-10-24,0.33,0
APP103231,48,Male,Tamil Nadu,Salaried,60500.0,690,Vehicle,457000.0,12,14.47,41134.0,2,1,2024-07-11,2.04,1
APP102164,56,Male,Tamil Nadu,Self-Employed,20700.0,617,Business Expansion,227000.0,12,13.57,20336.0,0,0,2024-11-05,0.98,1
APP101988,36,Female,Telangana,Self-Employed,57200.0,721,Education,192000.0,36,14.37,6597.0,1,3,2024-09-23,0.23,0
APP101296,35,Male,Delhi,Self-Employed,42900.0,820,Medical,267000.0,84,12.72,4817.0,1,1,2025-08-27,0.22,0
APP105614,47,Male,Rajasthan,Self-Employed,30400.0,537,Business Expansion,374000.0,12,15.81,33900.0,0,0,2025-09-13,1.12,1
APP103064,32,Male,Karnataka,Salaried,52100.0,566,Business Expansion,164000.0,84,14.98,3163.0,1,3,2024-08-13,0.12,0
APP105456,45,Female,Uttar Pradesh,Salaried,53100.0,700,Personal,20000.0,24,11.43,936.0,0,1,2024-03-30,0.02,0
APP100410,25,Male,Karnataka,Salaried,40400.0,566,Personal,445000.0,24,15.9,21767.0,0,0,2024-02-10,0.54,1
APP102005,40,Male,Punjab,Salaried,26300.0,890,Personal,432000.0,12,10.64,38108.0,1,2,2025-02-13,2.9,1
APP105192,51,Male,Uttar Pradesh,Salaried,66600.0,557,Business Expansion,270000.0,24,15.81,13196.0,0,1,2024-01-28,0.2,1
APP101894,44,Male,Tamil Nadu,Salaried,43000.0,813,Personal,72000.0,84,10.57,1217.0,0,1,2024-10-13,0.03,0
APP101184,29,Male,Uttar Pradesh,Salaried,51100.0,657,Personal,295000.0,24,14.35,14213.0,0,0,2024-11-04,0.28,0
APP104924,48,Female,Uttar Pradesh,Business Owner,73400.0,590,Education,279000.0,48,13.54,7560.0,0,1,2025-07-01,0.1,1
APP103004,57,Female,Telangana,Business Owner,35200.0,660,Vehicle,144000.0,24,12.03,6781.0,1,2,2025-09-24,0.39,0
APP101898,57,Male,Karnataka,Self-Employed,43800.0,685,Business Expansion,387000.0,48,11.94,10180.0,0,1,2024-08-11,0.23,0
APP100832,21,Male,Delhi,Business Owner,87500.0,657,Personal,259000.0,36,13.82,8829.0,1,2,2025-03-21,0.2,0
APP102227,30,Male,Punjab,Salaried,46400.0,699,Education,20000.0,12,14.79,1803.0,1,1,2024-08-07,0.08,0
APP101803,41,Female,Karnataka,Self-Employed,34200.0,703,Medical,20000.0,36,9.56,641.0,2,1,2024-02-05,0.06,0
APP100690,30,Female,Delhi,Business Owner,34300.0,801,Home Renovation,122000.0,60,12.31,2733.0,0,0,2024-11-28,0.08,0
APP104949,40,Male,Rajasthan,Self-Employed,48700.0,701,Home Renovation,302000.0,36,11.23,9920.0,1,0,2024-03-12,0.41,1
APP102518,30,Female,Uttar Pradesh,Salaried,41000.0,713,Personal,330000.0,48,12.56,8781.0,0,2,2024-03-04,0.21,0
APP102752,54,Female,West Bengal,Salaried,,589,Home Renovation,567000.0,84,17.33,11695.0,2,0,2024-05-08,1.69,1
APP104371,42,Female,Uttar Pradesh,Salaried,57400.0,684,Business Expansion,316000.0,24,14.17,15197.0,0,1,2025-10-26,0.26,0
APP101512,44,Male,Rajasthan,Business Owner,58400.0,560,Education,78000.0,48,13.49,2112.0,2,0,2024-01-02,0.11,0
APP105287,26,Male,West Bengal,Self-Employed,40700.0,642,Home Renovation,398000.0,12,13.62,35664.0,0,0,2025-09-24,0.88,0
APP105075,24,Female,Delhi,Self-Employed,20300.0,685,Personal,364000.0,36,13.99,12439.0,0,0,2024-03-16,0.61,0
APP104130,23,Male,Maharashtra,Self-Employed,44200.0,557,Medical,545000.0,12,15.1,49217.0,0,1,2025-04-12,1.11,0
APP101075,36,Female,West Bengal,Self-Employed,66300.0,608,Business Expansion,100000.0,84,14.33,1892.0,0,1,2024-08-11,0.03,1
APP105844,35,Female,Delhi,Salaried,61300.0,610,Vehicle,345000.0,36,13.7,11741.0,0,2,2025-12-17,0.19,1
APP103490,31,Male,West Bengal,Salaried,47300.0,805,Vehicle,201000.0,24,10.62,9333.0,0,2,2024-08-17,0.2,0
APP104038,26,Male,Gujarat,Salaried,34700.0,566,Vehicle,281000.0,24,14.39,13543.0,0,1,2025-09-28,0.39,1
APP102357,58,Male,Gujarat,Salaried,67900.0,590,Personal,136000.0,24,15.65,6636.0,0,4,2024-08-17,0.1,0
APP102439,51,Male,Karnataka,Salaried,53700.0,648,Vehicle,632000.0,60,12.7,14283.0,0,1,2024-08-22,0.27,0
APP102111,51,Male,Karnataka,Salaried,42500.0,725,Home Renovation,142000.0,36,13.7,4833.0,0,2,2025-11-13,0.11,0
APP100769,46,Male,West Bengal,Salaried,49400.0,709,Education,20000.0,24,12.21,943.0,1,0,2024-02-20,0.04,0
APP104039,49,Male,Gujarat,Salaried,69300.0,543,Personal,507000.0,84,15.35,9883.0,0,2,2024-07-23,0.14,1
APP104549,42,Male,Tamil Nadu,Salaried,49300.0,641,Business Expansion,118000.0,24,13.85,5657.0,1,1,2024-11-16,0.23,0
APP102867,29,Male,Punjab,Salaried,44100.0,740,Personal,104000.0,60,13.56,2396.0,0,0,2024-07-12,0.05,0
APP105669,47,Female,Delhi,Salaried,32200.0,678,Vehicle,537000.0,48,12.59,14297.0,0,0,2024-07-14,0.44,0
APP102966,52,Male,Karnataka,Salaried,19800.0,670,Medical,20000.0,36,12.12,665.0,4,2,2025-03-12,0.17,1
APP102602,58,Male,Maharashtra,Business Owner,68800.0,787,Business Expansion,20000.0,48,11.11,518.0,1,0,2024-05-01,0.02,1
APP101946,56,Male,Gujarat,Salaried,73800.0,641,Education,376000.0,48,13.13,10111.0,0,1,2024-05-28,0.14,0
APP100554,58,Male,Maharashtra,Self-Employed,31100.0,695,Personal,310000.0,24,11.21,14479.0,0,1,2024-07-31,0.47,0
APP105834,53,Female,Rajasthan,Self-Employed,40000.0,703,Business Expansion,20000.0,36,12.8,672.0,1,2,2024-11-01,0.03,0
APP100752,46,Male,Telangana,Salaried,29900.0,603,Personal,20000.0,36,13.74,681.0,0,0,2024-06-29,0.02,0
APP103115,36,Female,Karnataka,Salaried,62300.0,683,Education,232000.0,24,10.36,10744.0,0,1,2024-02-23,0.17,0
APP101361,25,Male,Uttar Pradesh,Self-Employed,19700.0,581,Vehicle,276000.0,12,13.94,24773.0,1,0,2025-09-16,2.52,1
APP103683,-24,Male,Delhi,Salaried,,732,Medical,455000.0,36,11.37,14976.0,0,1,2025-02-12,0.47,0
APP102682,38,Male,Karnataka,Salaried,47900.0,645,Personal,500000.0,36,14.76,17274.0,2,0,2024-10-29,1.08,1
APP101041,24,Female,Punjab,Self-Employed,12100.0,653,Business Expansion,178000.0,36,13.0,5998.0,1,0,2024-10-31,0.99,0
APP103284,23,Female,Rajasthan,Salaried,39600.0,710,Personal,84000.0,48,11.77,2203.0,0,1,2024-04-19,0.06,0
APP104836,50,Female,Maharashtra,Salaried,58400.0,770,Personal,107000.0,36,12.13,3561.0,0,2,2024-10-20,0.06,0
APP105685,22,Male,Telangana,Self-Employed,53600.0,658,Business Expansion,237000.0,60,12.76,5363.0,0,2,2024-10-08,0.1,1
APP100363,46,Male,Telangana,Salaried,50900.0,680,Personal,230000.0,24,13.82,11023.0,2,1,2024-08-19,0.65,1
APP105517,32,Male,Punjab,Business Owner,41900.0,678,Medical,214000.0,60,13.88,4966.0,2,0,2024-05-28,0.36,0
APP102764,42,Female,West Bengal,Salaried,43600.0,733,Medical,218000.0,24,10.54,10114.0,0,2,2024-02-04,0.23,0
APP101135,41,Male,Delhi,Salaried,52900.0,732,Personal,184000.0,12,12.1,16357.0,0,0,2024-10-09,0.31,0
APP103212,33,Male,Delhi,Self-Employed,22900.0,554,Education,254000.0,48,14.94,7061.0,0,1,2025-02-23,0.31,1
APP105901,46,Male,Uttar Pradesh,Salaried,52600.0,589,Personal,242000.0,48,15.71,6822.0,0,2,2024-01-27,0.13,0
APP103411,39,Male,Telangana,Self-Employed,37400.0,555,Education,286000.0,36,15.25,9949.0,0,2,2025-07-01,0.27,1
APP102427,25,Male,Gujarat,Self-Employed,18700.0,639,Education,605000.0,12,13.22,54099.0,0,0,2025-07-14,2.89,1
APP101679,25,Female,Uttar Pradesh,Salaried,46500.0,664,Personal,44000.0,60,14.16,1027.0,0,3,2025-01-17,0.02,0
APP100550,33,Female,Rajasthan,Salaried,62300.0,714,Education,132000.0,48,11.35,3434.0,0,1,2025-04-20,0.06,0
APP103589,45,Female,Uttar Pradesh,Salaried,40600.0,705,Personal,269000.0,48,11.43,7009.0,0,1,2024-09-13,0.17,0
APP102356,57,Male,Maharashtra,Business Owner,41000.0,527,Personal,356000.0,36,15.37,12405.0,0,1,2025-06-07,0.3,0
APP102797,21,Male,Maharashtra,Salaried,38600.0,638,Vehicle,471000.0,48,13.38,12725.0,0,1,2025-07-16,0.33,1
APP104076,21,Male,Uttar Pradesh,Self-Employed,51200.0,688,Business Expansion,321000.0,12,12.93,28660.0,0,1,2024-08-30,0.56,0
APP101622,55,Male,Uttar Pradesh,Salaried,59400.0,714,Vehicle,228000.0,24,12.74,10812.0,1,3,2025-01-25,0.36,0
APP102520,36,Female,Tamil Nadu,Salaried,23400.0,661,Vehicle,447000.0,36,13.19,15102.0,2,1,2024-07-18,1.94,1
APP105240,59,Female,Delhi,Salaried,50800.0,735,Personal,271000.0,12,11.8,24053.0,0,1,2025-05-07,0.47,0
APP104844,56,Female,West Bengal,Salaried,42600.0,596,Business Expansion,279000.0,84,14.81,5354.0,2,1,2024-01-31,0.38,0
APP103803,25,Male,Tamil Nadu,Self-Employed,43400.0,696,Personal,325000.0,24,12.38,15357.0,0,2,2025-04-22,0.35,0
APP104707,49,Female,Delhi,Salaried,64700.0,642,Vehicle,288000.0,48,14.3,7913.0,2,1,2025-11-21,0.37,0
APP103014,48,Male,Delhi,Salaried,44900.0,704,Home Renovation,272000.0,12,13.03,24298.0,0,1,2025-01-07,0.54,0
APP104797,56,Female,Uttar Pradesh,Business Owner,107800.0,673,Vehicle,379000.0,24,13.78,18158.0,0,3,2024-10-23,0.17,1
APP103120,33,Female,Gujarat,Salaried,54100.0,520,Personal,525000.0,36,14.03,17951.0,1,1,2025-06-11,0.66,0
APP100842,26,Female,Punjab,Salaried,16200.0,597,Vehicle,413000.0,12,15.24,37323.0,0,3,2025-08-29,2.3,1
APP102495,53,Male,Uttar Pradesh,Business Owner,53100.0,694,Education,298000.0,12,10.23,26231.0,1,2,2024-02-12,0.99,1
APP102068,53,Male,Tamil Nadu,Self-Employed,12000.0,683,Business Expansion,364000.0,36,12.53,12182.0,1,3,2025-09-26,2.03,1
APP104906,27,Male,Telangana,Salaried,82000.0,742,Business Expansion,134000.0,36,12.38,4475.0,2,1,2025-09-21,0.16,0
APP100879,55,Male,Delhi,Salaried,37500.0,672,Vehicle,46000.0,12,13.03,4109.0,0,3,2024-03-21,0.11,0
APP104139,41,Male,Uttar Pradesh,Salaried,38600.0,578,Personal,530000.0,12,14.48,47707.0,1,3,2024-06-25,2.47,1
APP104763,30,Male,Telangana,Salaried,77100.0,733,Home Renovation,20000.0,36,11.44,659.0,0,0,2024-09-25,0.01,0
APP105988,46,Female,Karnataka,Salaried,28700.0,598,Home Renovation,193000.0,24,15.23,9379.0,0,0,2025-11-12,0.33,0
APP103963,21,Male,Gujarat,Self-Employed,49600.0,755,Personal,244000.0,48,13.04,6551.0,1,2,2024-06-30,0.26,1
APP100863,25,Female,West Bengal,Salaried,40900.0,685,Education,349000.0,84,13.93,6527.0,1,0,2024-01-08,0.32,0
APP100758,58,Male,West Bengal,Salaried,42500.0,606,Personal,20000.0,12,13.7,1793.0,3,1,2025-12-07,0.17,1
APP103121,51,Female,Punjab,Self-Employed,29700.0,666,Education,157000.0,12,14.78,14154.0,0,1,2024-11-20,0.48,0
APP104374,28,Female,Maharashtra,Self-Employed,14500.0,633,Home Renovation,149000.0,36,15.03,5167.0,1,0,2024-03-26,0.71,1
APP102402,47,Female,Karnataka,Self-Employed,72800.0,600,Medical,203000.0,60,14.67,4794.0,1,2,2025-06-08,0.13,1
APP104585,32,Female,Delhi,Salaried,53600.0,599,Personal,326000.0,36,13.35,11039.0,0,1,2024-08-10,0.21,1
APP102059,55,Male,Karnataka,Salaried,31700.0,608,Business Expansion,310000.0,36,12.97,10441.0,2,3,2025-05-11,0.99,1
APP104370,36,Male,Maharashtra,Salaried,44800.0,710,Personal,109000.0,24,12.74,5169.0,2,1,2024-02-09,0.35,0
APP105897,35,Male,Rajasthan,Self-Employed,25700.0,682,Personal,62000.0,84,13.59,1148.0,1,2,2024-03-03,0.09,0
APP103616,35,Male,Delhi,Business Owner,43600.0,710,Education,329000.0,24,14.36,15852.0,1,2,2025-06-11,0.73,1
APP102577,47,Female,Uttar Pradesh,Self-Employed,50800.0,524,Home Renovation,123000.0,60,14.63,2902.0,0,0,2025-08-31,0.06,0
APP101911,25,Female,West Bengal,Salaried,55500.0,593,Personal,308000.0,36,13.18,10404.0,0,2,2024-02-15,0.19,1
APP102645,37,Male,Tamil Nadu,Self-Employed,72400.0,623,Education,327000.0,48,14.05,8944.0,1,0,2024-05-21,0.25,0
APP103956,27,Male,Karnataka,Business Owner,18700.0,809,Medical,371000.0,60,11.19,8102.0,1,3,2024-05-13,0.87,0
APP105398,46,Male,Karnataka,Salaried,44000.0,645,Home Renovation,170000.0,48,11.96,4473.0,0,1,2025-04-14,0.1,0
APP101073,34,Male,Rajasthan,Salaried,28700.0,735,Medical,129000.0,24,13.55,6166.0,0,1,2025-11-20,0.21,0
APP101753,37,Female,Telangana,Business Owner,69500.0,692,Business Expansion,121000.0,60,12.7,2735.0,0,3,2025-01-05,0.04,0
APP101159,22,Male,Uttar Pradesh,Salaried,42100.0,789,Personal,362000.0,36,12.28,12072.0,1,0,2025-05-03,0.57,1
APP100058,30,Male,Tamil Nadu,Self-Employed,49100.0,817,Vehicle,520000.0,24,10.91,24214.0,0,0,2024-01-22,0.49,0
APP101326,40,Female,Telangana,Self-Employed,39200.0,706,Vehicle,377000.0,84,12.2,6695.0,1,2,2025-06-23,0.34,1
APP105609,28,Male,Maharashtra,Salaried,42600.0,683,Personal,103000.0,24,13.36,4914.0,0,1,2024-08-29,0.12,0
APP102294,49,Male,West Bengal,Salaried,52600.0,823,Personal,131000.0,60,12.45,2944.0,0,0,2024-12-14,0.06,0
APP104161,49,Male,Karnataka,Business Owner,82400.0,599,Personal,230000.0,60,14.06,5359.0,0,0,2025-02-14,0.07,0
APP104004,49,Male,Karnataka,Business Owner,25300.0,634,Vehicle,20000.0,48,12.48,531.0,1,0,2024-06-26,0.04,0
APP101238,49,Male,Uttar Pradesh,Self-Employed,37200.0,717,Education,202000.0,24,12.83,9587.0,1,3,2024-07-05,0.52,0
APP105305,29,Female,West Bengal,Business Owner,31900.0,838,Vehicle,337000.0,24,11.14,15729.0,1,2,2025-02-06,0.99,1
APP105779,38,Male,Rajasthan,Salaried,35400.0,493,Vehicle,20000.0,60,14.0,465.0,0,2,2025-12-19,0.01,1
APP102398,37,Male,Rajasthan,Salaried,32700.0,598,Vehicle,442000.0,60,14.08,10303.0,1,2,2025-01-04,0.63,1
APP103503,46,Male,Maharashtra,Salaried,77200.0,704,Home Renovation,65000.0,36,13.5,2206.0,0,3,2025-03-28,0.03,0
APP102693,55,Female,Uttar Pradesh,Salaried,38600.0,675,Personal,310000.0,48,13.03,8321.0,1,5,2024-04-12,0.43,0
APP104558,25,Male,Uttar Pradesh,Business Owner,58000.0,790,Personal,136000.0,36,11.71,4498.0,1,1,2025-12-23,0.16,0
APP103133,37,Male,Delhi,Salaried,62900.0,576,Education,352000.0,84,14.73,6739.0,2,1,2024-09-03,0.32,0
APP103672,25,Male,West Bengal,Salaried,36500.0,615,Education,210000.0,60,12.53,4728.0,0,0,2025-01-05,0.13,1
APP102529,27,Male,Delhi,Salaried,36400.0,619,Vehicle,280000.0,60,13.42,6431.0,0,3,2024-03-01,0.18,1
APP105289,58,Female,Maharashtra,Salaried,46800.0,643,Medical,377000.0,12,13.14,33697.0,2,2,2025-08-17,2.16,1
APP101477,47,Female,Gujarat,Salaried,14800.0,618,Medical,500000.0,36,13.66,17006.0,1,4,2025-09-13,2.3,1
APP101513,23,Female,Karnataka,Business Owner,80600.0,680,Personal,341000.0,48,11.71,8931.0,0,0,2024-01-16,0.11,1
APP102196,44,Male,Maharashtra,Self-Employed,19000.0,866,Personal,399000.0,60,11.84,8843.0,2,2,2024-09-14,1.4,0
APP105341,40,Female,Uttar Pradesh,Salaried,57400.0,666,Personal,45000.0,24,13.1,2141.0,0,2,2025-04-29,0.04,1
APP103285,58,Male,Rajasthan,Salaried,36600.0,782,Personal,153000.0,48,10.94,3950.0,1,0,2025-08-14,0.22,0
APP100355,33,Male,Punjab,Salaried,,661,Medical,236000.0,84,15.49,4619.0,0,0,2024-01-18,0.08,1
APP103068,50,Female,Tamil Nadu,Salaried,34300.0,720,Business Expansion,341000.0,84,11.04,5846.0,2,2,2025-12-25,0.51,1
APP103922,52,Female,Tamil Nadu,Self-Employed,50800.0,663,Personal,194000.0,36,12.98,6535.0,0,2,2025-05-03,0.13,1
APP101068,28,Female,Rajasthan,Self-Employed,14100.0,746,Vehicle,190000.0,60,10.26,4061.0,1,0,2024-12-27,0.58,0
APP103413,58,Female,Delhi,Salaried,48500.0,583,Education,230000.0,36,15.42,8020.0,0,1,2025-07-14,0.17,1
APP102195,43,Female,Delhi,Self-Employed,34400.0,674,Personal,20000.0,84,12.5,358.0,2,1,2024-07-19,0.03,0
APP104899,37,Female,Telangana,Salaried,45600.0,657,Personal,158000.0,24,14.5,7623.0,0,0,2024-09-12,0.17,0
APP100076,27,Male,West Bengal,Self-Employed,12000.0,648,Personal,171000.0,24,12.0,8050.0,0,2,2025-02-22,0.67,1
APP100516,29,Female,Tamil Nadu,Salaried,39800.0,576,Education,25000.0,12,10.92,2209.0,1,2,2024-10-15,0.11,0
APP103823,28,Male,Uttar Pradesh,Self-Employed,24300.0,721,Medical,379000.0,24,14.05,18206.0,0,0,2025-01-15,0.75,1
APP103289,49,Male,Maharashtra,Self-Employed,13700.0,576,Home Renovation,286000.0,12,12.81,25519.0,1,1,2025-10-27,3.73,1
APP101799,21,Female,Delhi,Self-Employed,16500.0,721,Personal,268000.0,12,11.28,23721.0,2,0,2024-08-18,4.31,1
APP104821,41,Male,Rajasthan,Self-Employed,12000.0,675,Home Renovation,410000.0,24,15.22,19922.0,1,1,2025-07-22,3.32,1
